district,date,month,year,domestic_visitors,foreign_visitors
Rajanna Sircilla ,01-06-2017,June,2017,1113882,0
Rajanna Sircilla ,01-07-2017,July,2017,462022,0
Rajanna Sircilla ,01-08-2017,August,2017,1004410,0
Rajanna Sircilla ,01-09-2017,September,2017,487060,0
Rajanna Sircilla ,01-10-2017,October,2017,845620,0
Rajanna Sircilla ,01-11-2017,November,2017,1191129,0
Rajanna Sircilla ,01-12-2017,December,2017,1649362,0
Ranga Reddy,01-01-2017,January,2017,0,0
Ranga Reddy,01-02-2017,February,2017,0,0
Ranga Reddy,01-03-2017,March,2017,0,0
Ranga Reddy,01-04-2017,April,2017,0,0
Ranga Reddy,01-05-2017,May,2017,0,0
Ranga Reddy,01-06-2017,June,2017,0,0
Ranga Reddy,01-07-2017,July,2017,0,0
Ranga Reddy,01-08-2017,August,2017,0,0
Ranga Reddy,01-09-2017,September,2017,0,0
Ranga Reddy,01-10-2017,October,2017,0,0
Ranga Reddy,01-11-2017,November,2017,0,0
Ranga Reddy,01-12-2017,December,2017,0,0
Sangareddy ,01-01-2017,January,2017,195000,0
Sangareddy ,01-02-2017,February,2017,140000,0
Sangareddy ,01-03-2017,March,2017,275000,0
Sangareddy ,01-04-2017,April,2017,215000,0
Sangareddy ,01-05-2017,May,2017,215000,0
Sangareddy ,01-06-2017,June,2017,180000,0
Sangareddy ,01-07-2017,July,2017,195000,0
Sangareddy ,01-08-2017,August,2017,295000,0
Sangareddy ,01-09-2017,September,2017,200000,0
Sangareddy ,01-10-2017,October,2017,232000,0
Sangareddy ,01-11-2017,November,2017,324500,0
Sangareddy ,01-12-2017,December,2017,356950,0
Siddipet,01-01-2017,January,2017,80500,0
Siddipet,01-02-2017,February,2017,80500,0
Siddipet,01-03-2017,March,2017,80500,0
Siddipet,01-04-2017,April,2017,80500,0
Siddipet,01-05-2017,May,2017,80500,0
Siddipet,01-06-2017,June,2017,60000,0
Siddipet,01-07-2017,July,2017,88550,0
Siddipet,01-08-2017,August,2017,97405,0
Siddipet,01-09-2017,September,2017,107146,0
Siddipet,01-10-2017,October,2017,117861,0
Siddipet,01-11-2017,November,2017,129647,0
Siddipet,01-12-2017,December,2017,142612,0
Suryapet,01-01-2017,January,2017,0,0
Suryapet,01-02-2017,February,2017,0,0
Suryapet,01-03-2017,March,2017,0,0
Suryapet,01-04-2017,April,2017,0,0
Suryapet,01-05-2017,May,2017,0,0
Suryapet,01-06-2017,June,2017,0,0
Suryapet,01-07-2017,July,2017,0,0
Suryapet,01-08-2017,August,2017,0,0
Suryapet,01-09-2017,September,2017,0,0
Suryapet,01-10-2017,October,2017,0,0
Suryapet,01-11-2017,November,2017,0,0
Suryapet,01-12-2017,December,2017,0,0
Vikarabad,01-01-2017,January,2017,0,0
Vikarabad,01-02-2017,February,2017,0,0
Vikarabad,01-03-2017,March,2017,0,0
Vikarabad,01-04-2017,April,2017,0,0
Vikarabad,01-05-2017,May,2017,0,0
Vikarabad,01-06-2017,June,2017,0,0
Vikarabad,01-07-2017,July,2017,0,0
Vikarabad,01-08-2017,August,2017,0,0
Vikarabad,01-09-2017,September,2017,0,0
Vikarabad,01-10-2017,October,2017,0,0
Vikarabad,01-11-2017,November,2017,0,0
Vikarabad,01-12-2017,December,2017,0,0
Wanaparthy ,01-01-2017,January,2017,22152,0
Wanaparthy ,01-02-2017,February,2017,22342,0
Wanaparthy ,01-03-2017,March,2017,20050,0
Wanaparthy ,01-04-2017,April,2017,11502,0
Wanaparthy ,01-05-2017,May,2017,11502,0
Wanaparthy ,01-06-2017,June,2017,19092,0
Wanaparthy ,01-07-2017,July,2017,19092,0
Wanaparthy ,01-08-2017,August,2017,21375,0
Wanaparthy ,01-09-2017,September,2017,35860,0
Wanaparthy ,01-10-2017,October,2017,21234,0
Wanaparthy ,01-11-2017,November,2017,18348,0
Wanaparthy ,01-12-2017,December,2017,22152,0
Warangal (Rural),01-01-2017,January,2017,8000,35
Warangal (Rural),01-02-2017,February,2017,8300,25
Warangal (Rural),01-03-2017,March,2017,7800,17
Warangal (Rural),01-04-2017,April,2017,7600,19
Warangal (Rural),01-05-2017,May,2017,8500,21
Warangal (Rural),01-06-2017,June,2017,9000,24
Warangal (Rural),01-07-2017,July,2017,13600,25
Warangal (Rural),01-08-2017,August,2017,13650,28
Warangal (Rural),01-09-2017,September,2017,13800,26
Warangal (Rural),01-10-2017,October,2017,16500,25
Warangal (Rural),01-11-2017,November,2017,16300,29
Warangal (Rural),01-12-2017,December,2017,21200,32
Warangal (Urban),01-01-2017,January,2017,130608,235
Warangal (Urban),01-02-2017,February,2017,126608,242
Warangal (Urban),01-03-2017,March,2017,118298,238
Warangal (Urban),01-04-2017,April,2017,107133,209
Warangal (Urban),01-05-2017,May,2017,109915,211
Warangal (Urban),01-06-2017,June,2017,111530,194
Warangal (Urban),01-07-2017,July,2017,116545,116
Warangal (Urban),01-08-2017,August,2017,116810,219
Warangal (Urban),01-09-2017,September,2017,117150,225
Warangal (Urban),01-10-2017,October,2017,119255,236
Warangal (Urban),01-11-2017,November,2017,119360,255
Warangal (Urban),01-12-2017,December,2017,126790,250
Yadadri Bhongir,01-01-2017,January,2017,678000,0
Yadadri Bhongir,01-02-2017,February,2017,540500,0
Yadadri Bhongir,01-03-2017,March,2017,525588,0
Yadadri Bhongir,01-04-2017,April,2017,570000,0
Yadadri Bhongir,01-05-2017,May,2017,458700,0
Yadadri Bhongir,01-06-2017,June,2017,685880,0
Yadadri Bhongir,01-07-2017,July,2017,481240,0
Yadadri Bhongir,01-08-2017,August,2017,680720,0
Yadadri Bhongir,01-09-2017,September,2017,678925,0
Yadadri Bhongir,01-10-2017,October,2017,683500,0
Yadadri Bhongir,01-11-2017,November,2017,537600,0
Yadadri Bhongir,01-12-2017,December,2017,481075,0
Adilabad,01-01-2018,January,2018,320356,0
Adilabad,01-02-2018,February,2018,36550,0
Adilabad,01-03-2018,March,2018,23011,0
Adilabad,01-04-2018,April,2018,14183,0
Adilabad,01-05-2018,May,2018,8197,0
Adilabad,01-06-2018,June,2018,12052,0
Adilabad,01-07-2018,July,2018,24666,2
Adilabad,01-08-2018,August,2018,38939,3
Adilabad,01-09-2018,September,2018,25875,0
Adilabad,01-10-2018,October,2018,30257,0
Adilabad,01-11-2018,November,2018,49181,0
Adilabad,01-12-2018,December,2018,61476,0
Bhadradri Kothagudem ,01-01-2018,January,2018,421275,0
Bhadradri Kothagudem ,01-02-2018,February,2018,240634,0
Bhadradri Kothagudem ,01-03-2018,March,2018,421275,0
Bhadradri Kothagudem ,01-04-2018,April,2018,341258,0
Bhadradri Kothagudem ,01-05-2018,May,2018,291273,0
Bhadradri Kothagudem ,01-06-2018,June,2018,290512,0
Bhadradri Kothagudem ,01-07-2018,July,2018,220304,0
Bhadradri Kothagudem ,01-08-2018,August,2018,219548,0
Bhadradri Kothagudem ,01-09-2018,September,2018,334878,0
Bhadradri Kothagudem ,01-10-2018,October,2018,322974,0
Bhadradri Kothagudem ,01-11-2018,November,2018,253464,0
Bhadradri Kothagudem ,01-12-2018,December,2018,442483,0
Hyderabad,01-01-2018,January,2018,1978396,35379
Hyderabad,01-02-2018,February,2018,1365837,30414
Hyderabad,01-03-2018,March,2018,1415938,27535
Hyderabad,01-04-2018,April,2018,1586375,20830
Hyderabad,01-05-2018,May,2018,1189492,21554
Hyderabad,01-06-2018,June,2018,1595067,24677
Hyderabad,01-07-2018,July,2018,1470042,17456
Hyderabad,01-08-2018,August,2018,1591470,31217
Hyderabad,01-09-2018,September,2018,1508086,22809
Hyderabad,01-10-2018,October,2018,2207478,30072
Hyderabad,01-11-2018,November,2018,1671320,23487
Hyderabad,01-12-2018,December,2018,1964150,29358
Jagtial ,01-01-2018,January,2018,614082,0
Jagtial ,01-02-2018,February,2018,349576,0
Jagtial ,01-03-2018,March,2018,416716,0
Jagtial ,01-04-2018,April,2018,372874,0
Jagtial ,01-05-2018,May,2018,641363,0
Jagtial ,01-06-2018,June,2018,182505,0
Jagtial ,01-07-2018,July,2018,182473,0
Jagtial ,01-08-2018,August,2018,272685,0
Jagtial ,01-09-2018,September,2018,273121,0
Jagtial ,01-10-2018,October,2018,138206,0
Jagtial ,01-11-2018,November,2018,277997,0
Jagtial ,01-12-2018,December,2018,231323,0
Jangaon ,01-01-2018,January,2018,17180,0
Jangaon ,01-02-2018,February,2018,18600,0
Jangaon ,01-03-2018,March,2018,17300,0
Jangaon ,01-04-2018,April,2018,18100,0
Jangaon ,01-05-2018,May,2018,19660,0
Jangaon ,01-06-2018,June,2018,23050,0
Jangaon ,01-07-2018,July,2018,26280,0
Jangaon ,01-08-2018,August,2018,26020,0
Jangaon ,01-09-2018,September,2018,28830,0
Jangaon ,01-10-2018,October,2018,29470,0
Jangaon ,01-11-2018,November,2018,29570,0
Jangaon ,01-12-2018,December,2018,36962,0
Jayashankar Bhoopalpally,01-01-2018,January,2018,6519850,50
Jayashankar Bhoopalpally,01-02-2018,February,2018,8626250,60
Jayashankar Bhoopalpally,01-03-2018,March,2018,146150,70
Jayashankar Bhoopalpally,01-04-2018,April,2018,149150,45
Jayashankar Bhoopalpally,01-05-2018,May,2018,152050,40
Jayashankar Bhoopalpally,01-06-2018,June,2018,159400,35
Jayashankar Bhoopalpally,01-07-2018,July,2018,128550,40
Jayashankar Bhoopalpally,01-08-2018,August,2018,184700,35
Jayashankar Bhoopalpally,01-09-2018,September,2018,192300,40
Jayashankar Bhoopalpally,01-10-2018,October,2018,195400,40
Jayashankar Bhoopalpally,01-11-2018,November,2018,196500,40
Jayashankar Bhoopalpally,01-12-2018,December,2018,245625,44
Jogulamba Gadwal ,01-01-2018,January,2018,146441,36
Jogulamba Gadwal ,01-02-2018,February,2018,481110,6
Jogulamba Gadwal ,01-03-2018,March,2018,155013,22
Jogulamba Gadwal ,01-04-2018,April,2018,138673,15
Jogulamba Gadwal ,01-05-2018,May,2018,131426,19
Jogulamba Gadwal ,01-06-2018,June,2018,160182,19
Jogulamba Gadwal ,01-07-2018,July,2018,114951,37
Jogulamba Gadwal ,01-08-2018,August,2018,123733,42
Jogulamba Gadwal ,01-09-2018,September,2018,121710,35
Jogulamba Gadwal ,01-10-2018,October,2018,152898,13
Jogulamba Gadwal ,01-11-2018,November,2018,128075,45
Jogulamba Gadwal ,01-12-2018,December,2018,182333,11
Kamareddy ,01-01-2018,January,2018,44,0
Kamareddy ,01-02-2018,February,2018,44,0
Kamareddy ,01-03-2018,March,2018,45,0
Kamareddy ,01-04-2018,April,2018,45,0
Kamareddy ,01-05-2018,May,2018,49,0
Kamareddy ,01-06-2018,June,2018,56,0
Kamareddy ,01-07-2018,July,2018,48,0
Kamareddy ,01-08-2018,August,2018,55,0
Kamareddy ,01-09-2018,September,2018,40,0
Kamareddy ,01-10-2018,October,2018,62,0
Kamareddy ,01-11-2018,November,2018,41,0
Kamareddy ,01-12-2018,December,2018,43,0
Karimnagar ,01-01-2018,January,2018,13505,0
Karimnagar ,01-02-2018,February,2018,9330,0
Karimnagar ,01-03-2018,March,2018,7205,0
Karimnagar ,01-04-2018,April,2018,5830,0
Karimnagar ,01-05-2018,May,2018,5689,0
Karimnagar ,01-06-2018,June,2018,7180,0
Karimnagar ,01-07-2018,July,2018,6686,0
Karimnagar ,01-08-2018,August,2018,8480,0
Karimnagar ,01-09-2018,September,2018,8480,0
Karimnagar ,01-10-2018,October,2018,6118,0
Karimnagar ,01-11-2018,November,2018,7145,0
Karimnagar ,01-12-2018,December,2018,7800,0
Khammam,01-01-2018,January,2018,110094,0
Khammam,01-02-2018,February,2018,104444,0
Khammam,01-03-2018,March,2018,127152,0
Khammam,01-04-2018,April,2018,126553,0
Khammam,01-05-2018,May,2018,135189,0
Khammam,01-06-2018,June,2018,135988,0
Khammam,01-07-2018,July,2018,85932,0
Khammam,01-08-2018,August,2018,86309,0
Khammam,01-09-2018,September,2018,143465,0
Khammam,01-10-2018,October,2018,127645,0
Khammam,01-11-2018,November,2018,99070,0
Khammam,01-12-2018,December,2018,135600,0
Komaram Bheem Asifabad,01-01-2018,January,2018,2863,0
Komaram Bheem Asifabad,01-02-2018,February,2018,2736,0
Komaram Bheem Asifabad,01-03-2018,March,2018,1826,0
Komaram Bheem Asifabad,01-04-2018,April,2018,868,0
Komaram Bheem Asifabad,01-05-2018,May,2018,793,0
Komaram Bheem Asifabad,01-06-2018,June,2018,990,0
Komaram Bheem Asifabad,01-07-2018,July,2018,1954,0
Komaram Bheem Asifabad,01-08-2018,August,2018,2263,0
Komaram Bheem Asifabad,01-09-2018,September,2018,1819,0
Komaram Bheem Asifabad,01-10-2018,October,2018,2525,0
Komaram Bheem Asifabad,01-11-2018,November,2018,1741,0
Komaram Bheem Asifabad,01-12-2018,December,2018,2176,0
Mahabubabad ,01-01-2018,January,2018,14000,0
Mahabubabad ,01-02-2018,February,2018,14230,0
Mahabubabad ,01-03-2018,March,2018,13110,0
Mahabubabad ,01-04-2018,April,2018,12915,0
Mahabubabad ,01-05-2018,May,2018,12865,0
Mahabubabad ,01-06-2018,June,2018,13910,0
Mahabubabad ,01-07-2018,July,2018,13970,0
Mahabubabad ,01-08-2018,August,2018,13200,0
Mahabubabad ,01-09-2018,September,2018,13420,0
Mahabubabad ,01-10-2018,October,2018,13550,0
Mahabubabad ,01-11-2018,November,2018,13700,0
Mahabubabad ,01-12-2018,December,2018,17125,0
Mahbubnagar,01-01-2018,January,2018,156153,45
Mahbubnagar,01-02-2018,February,2018,788083,29
Mahbubnagar,01-03-2018,March,2018,166863,28
Mahbubnagar,01-04-2018,April,2018,196061,26
Mahbubnagar,01-05-2018,May,2018,193478,26
Mahbubnagar,01-06-2018,June,2018,165553,26
Mahbubnagar,01-07-2018,July,2018,161841,47
Mahbubnagar,01-08-2018,August,2018,169154,44
Mahbubnagar,01-09-2018,September,2018,167833,52
Mahbubnagar,01-10-2018,October,2018,193152,37
Mahbubnagar,01-11-2018,November,2018,295910,68
Mahbubnagar,01-12-2018,December,2018,198227,26
Mancherial,01-01-2018,January,2018,71955,0
Mancherial,01-02-2018,February,2018,38599,0
Mancherial,01-03-2018,March,2018,20749,0
Mancherial,01-04-2018,April,2018,38483,0
Mancherial,01-05-2018,May,2018,26179,0
Mancherial,01-06-2018,June,2018,31667,0
Mancherial,01-07-2018,July,2018,27937,0
Mancherial,01-08-2018,August,2018,31861,0
Mancherial,01-09-2018,September,2018,23141,0
Mancherial,01-10-2018,October,2018,30740,0
Mancherial,01-11-2018,November,2018,25197,0
Mancherial,01-12-2018,December,2018,31496,0
Medak ,01-01-2018,January,2018,100000,0
Medak ,01-02-2018,February,2018,1000000,0
Medak ,01-03-2018,March,2018,600000,0
Medak ,01-04-2018,April,2018,200000,0
Medak ,01-05-2018,May,2018,300000,0
Medak ,01-06-2018,June,2018,500000,0
Medak ,01-07-2018,July,2018,150000,0
Medak ,01-08-2018,August,2018,50000,0
Medak ,01-09-2018,September,2018,100000,0
Medak ,01-10-2018,October,2018,300000,0
Medak ,01-11-2018,November,2018,200000,0
Medak ,01-12-2018,December,2018,400000,0
Medchal ,01-01-2018,January,2018,0,0
Medchal ,01-02-2018,February,2018,0,0
Medchal ,01-03-2018,March,2018,0,0
Medchal ,01-04-2018,April,2018,0,0
Medchal ,01-05-2018,May,2018,0,0
Medchal ,01-06-2018,June,2018,0,0
Medchal ,01-07-2018,July,2018,0,0
Medchal ,01-08-2018,August,2018,0,0
Medchal ,01-09-2018,September,2018,0,0
Medchal ,01-10-2018,October,2018,0,0
Medchal ,01-11-2018,November,2018,0,0
Medchal ,01-12-2018,December,2018,0,0
Nagarkurnool ,01-01-2018,January,2018,228812,35
Nagarkurnool ,01-02-2018,February,2018,286258,15
Nagarkurnool ,01-03-2018,March,2018,184508,14
Nagarkurnool ,01-04-2018,April,2018,174592,15
Nagarkurnool ,01-05-2018,May,2018,183697,19
Nagarkurnool ,01-06-2018,June,2018,180010,15
Nagarkurnool ,01-07-2018,July,2018,93450,17
Nagarkurnool ,01-08-2018,August,2018,118010,22
Nagarkurnool ,01-09-2018,September,2018,118449,22
Nagarkurnool ,01-10-2018,October,2018,201050,8
Nagarkurnool ,01-11-2018,November,2018,121452,30
Nagarkurnool ,01-12-2018,December,2018,198637,10
Nalgonda,01-01-2018,January,2018,36205,0
Nalgonda,01-02-2018,February,2018,9971,0
Nalgonda,01-03-2018,March,2018,9677,0
Nalgonda,01-04-2018,April,2018,9779,0
Nalgonda,01-05-2018,May,2018,10241,0
Nalgonda,01-06-2018,June,2018,9066,0
Nalgonda,01-07-2018,July,2018,9668,0
Nalgonda,01-08-2018,August,2018,10135,0
Nalgonda,01-09-2018,September,2018,21365,0
Nalgonda,01-10-2018,October,2018,22332,0
Nalgonda,01-11-2018,November,2018,5422,0
Nalgonda,01-12-2018,December,2018,6777,0
Nirmal,01-01-2018,January,2018,480241,0
Nirmal,01-02-2018,February,2018,335447,0
Nirmal,01-03-2018,March,2018,328099,0
Nirmal,01-04-2018,April,2018,368645,0
Nirmal,01-05-2018,May,2018,342650,0
Nirmal,01-06-2018,June,2018,355197,0
Nirmal,01-07-2018,July,2018,335356,0
Nirmal,01-08-2018,August,2018,313910,2
Nirmal,01-09-2018,September,2018,293859,0
Nirmal,01-10-2018,October,2018,373291,0
Nirmal,01-11-2018,November,2018,289169,0
Nirmal,01-12-2018,December,2018,361461,0
Nizamabad,01-01-2018,January,2018,2495,1
Nizamabad,01-02-2018,February,2018,7152,0
Nizamabad,01-03-2018,March,2018,2903,0
Nizamabad,01-04-2018,April,2018,3550,0
Nizamabad,01-05-2018,May,2018,5360,0
Nizamabad,01-06-2018,June,2018,1761,0
Nizamabad,01-07-2018,July,2018,5882,1
Nizamabad,01-08-2018,August,2018,10525,0
Nizamabad,01-09-2018,September,2018,475,0
Nizamabad,01-10-2018,October,2018,490,0
Nizamabad,01-11-2018,November,2018,475,0
Nizamabad,01-12-2018,December,2018,355,0
Peddapalli,01-01-2018,January,2018,2670,0
Peddapalli,01-02-2018,February,2018,2695,0
Peddapalli,01-03-2018,March,2018,2325,0
Peddapalli,01-04-2018,April,2018,1940,0
Peddapalli,01-05-2018,May,2018,1499,0
Peddapalli,01-06-2018,June,2018,1580,0
Peddapalli,01-07-2018,July,2018,1580,0
Peddapalli,01-08-2018,August,2018,1595,0
Peddapalli,01-09-2018,September,2018,1475,0
Peddapalli,01-10-2018,October,2018,1545,0
Peddapalli,01-11-2018,November,2018,1655,0
Peddapalli,01-12-2018,December,2018,1695,0
Rajanna Sircilla ,01-01-2018,January,2018,2238074,0
Rajanna Sircilla ,01-02-2018,February,2018,1021787,0
Rajanna Sircilla ,01-03-2018,March,2018,1022669,0
Rajanna Sircilla ,01-04-2018,April,2018,833874,0
Rajanna Sircilla ,01-05-2018,May,2018,1021952,0
Rajanna Sircilla ,01-06-2018,June,2018,320886,0
Rajanna Sircilla ,01-07-2018,July,2018,937720,0
Rajanna Sircilla ,01-08-2018,August,2018,320952,0
Rajanna Sircilla ,01-09-2018,September,2018,818693,0
Rajanna Sircilla ,01-10-2018,October,2018,506563,0
Rajanna Sircilla ,01-11-2018,November,2018,840933,0
Rajanna Sircilla ,01-12-2018,December,2018,950128,0
Ranga Reddy,01-01-2018,January,2018,0,0
Ranga Reddy,01-02-2018,February,2018,0,0
Ranga Reddy,01-03-2018,March,2018,0,0
Ranga Reddy,01-04-2018,April,2018,0,0
Ranga Reddy,01-05-2018,May,2018,0,0
Ranga Reddy,01-06-2018,June,2018,0,0
Ranga Reddy,01-07-2018,July,2018,0,0
Ranga Reddy,01-08-2018,August,2018,0,0
Ranga Reddy,01-09-2018,September,2018,0,0
Ranga Reddy,01-10-2018,October,2018,0,0
Ranga Reddy,01-11-2018,November,2018,0,0
Ranga Reddy,01-12-2018,December,2018,0,0
Sangareddy ,01-01-2018,January,2018,254000,0
Sangareddy ,01-02-2018,February,2018,540000,0
Sangareddy ,01-03-2018,March,2018,158500,0
Sangareddy ,01-04-2018,April,2018,162500,0
Sangareddy ,01-05-2018,May,2018,157000,0
Sangareddy ,01-06-2018,June,2018,93500,0
Sangareddy ,01-07-2018,July,2018,108600,0
Sangareddy ,01-08-2018,August,2018,205000,0
Sangareddy ,01-09-2018,September,2018,125000,0
Sangareddy ,01-10-2018,October,2018,171800,0
Sangareddy ,01-11-2018,November,2018,160000,0
Sangareddy ,01-12-2018,December,2018,134000,0
Siddipet,01-01-2018,January,2018,253000,0
Siddipet,01-02-2018,February,2018,44000,0
Siddipet,01-03-2018,March,2018,164800,0
Siddipet,01-04-2018,April,2018,115000,0
Siddipet,01-05-2018,May,2018,165200,0
Siddipet,01-06-2018,June,2018,104300,0
Siddipet,01-07-2018,July,2018,54000,0
Siddipet,01-08-2018,August,2018,100000,0
Siddipet,01-09-2018,September,2018,55000,0
Siddipet,01-10-2018,October,2018,43000,0
Siddipet,01-11-2018,November,2018,135000,0
Siddipet,01-12-2018,December,2018,50000,0
Suryapet,01-01-2018,January,2018,0,0
Suryapet,01-02-2018,February,2018,0,0
Suryapet,01-03-2018,March,2018,0,0
Suryapet,01-04-2018,April,2018,0,0
Suryapet,01-05-2018,May,2018,0,0
Suryapet,01-06-2018,June,2018,0,0
Suryapet,01-07-2018,July,2018,0,0
Suryapet,01-08-2018,August,2018,0,0
Suryapet,01-09-2018,September,2018,0,0
Suryapet,01-10-2018,October,2018,0,0
Suryapet,01-11-2018,November,2018,0,0
Suryapet,01-12-2018,December,2018,0,0
Vikarabad,01-01-2018,January,2018,0,0
Vikarabad,01-02-2018,February,2018,0,0
Vikarabad,01-03-2018,March,2018,0,0
Vikarabad,01-04-2018,April,2018,0,0
Vikarabad,01-05-2018,May,2018,0,0
Vikarabad,01-06-2018,June,2018,0,0
Vikarabad,01-07-2018,July,2018,0,0
Vikarabad,01-08-2018,August,2018,0,0
Vikarabad,01-09-2018,September,2018,0,0
Vikarabad,01-10-2018,October,2018,0,0
Vikarabad,01-11-2018,November,2018,0,0
Vikarabad,01-12-2018,December,2018,0,0
Wanaparthy ,01-01-2018,January,2018,28131,0
Wanaparthy ,01-02-2018,February,2018,22341,0
Wanaparthy ,01-03-2018,March,2018,20050,0
Wanaparthy ,01-04-2018,April,2018,10550,0
Wanaparthy ,01-05-2018,May,2018,11502,0
Wanaparthy ,01-06-2018,June,2018,19092,0
Wanaparthy ,01-07-2018,July,2018,32625,0
Wanaparthy ,01-08-2018,August,2018,35860,0
Wanaparthy ,01-09-2018,September,2018,32002,0
Wanaparthy ,01-10-2018,October,2018,21234,0
Wanaparthy ,01-11-2018,November,2018,32657,0
Wanaparthy ,01-12-2018,December,2018,20556,0
Warangal (Rural),01-01-2018,January,2018,25200,0
Warangal (Rural),01-02-2018,February,2018,26300,0
Warangal (Rural),01-03-2018,March,2018,26200,0
Warangal (Rural),01-04-2018,April,2018,21600,0
Warangal (Rural),01-05-2018,May,2018,22100,0
Warangal (Rural),01-06-2018,June,2018,23100,0
Warangal (Rural),01-07-2018,July,2018,25900,0
Warangal (Rural),01-08-2018,August,2018,25700,0
Warangal (Rural),01-09-2018,September,2018,25800,0
Warangal (Rural),01-10-2018,October,2018,26000,0
Warangal (Rural),01-11-2018,November,2018,24050,0
Warangal (Rural),01-12-2018,December,2018,30062,0
Warangal (Urban),01-01-2018,January,2018,137530,150
Warangal (Urban),01-02-2018,February,2018,145750,185
Warangal (Urban),01-03-2018,March,2018,140300,160
Warangal (Urban),01-04-2018,April,2018,142510,150
Warangal (Urban),01-05-2018,May,2018,143425,140
Warangal (Urban),01-06-2018,June,2018,135615,130
Warangal (Urban),01-07-2018,July,2018,136560,130
Warangal (Urban),01-08-2018,August,2018,136760,135
Warangal (Urban),01-09-2018,September,2018,138780,145
Warangal (Urban),01-10-2018,October,2018,140948,160
Warangal (Urban),01-11-2018,November,2018,144515,170
Warangal (Urban),01-12-2018,December,2018,180643,187
Yadadri Bhongir,01-01-2018,January,2018,2016000,0
Yadadri Bhongir,01-02-2018,February,2018,3073872,0
Yadadri Bhongir,01-03-2018,March,2018,2836580,0
Yadadri Bhongir,01-04-2018,April,2018,692370,0
Yadadri Bhongir,01-05-2018,May,2018,781842,0
Yadadri Bhongir,01-06-2018,June,2018,577570,0
Yadadri Bhongir,01-07-2018,July,2018,671156,0
Yadadri Bhongir,01-08-2018,August,2018,526445,0
Yadadri Bhongir,01-09-2018,September,2018,819350,0
Yadadri Bhongir,01-10-2018,October,2018,586475,0
Yadadri Bhongir,01-11-2018,November,2018,485208,0
Yadadri Bhongir,01-12-2018,December,2018,606510,0
Adilabad,01-01-2019,January,2019,25071,0
Adilabad,01-02-2019,February,2019,406177,2
Adilabad,01-03-2019,March,2019,14347,0
Adilabad,01-04-2019,April,2019,9972,0
Adilabad,01-05-2019,May,2019,6997,0
Adilabad,01-06-2019,June,2019,9161,0
Adilabad,01-07-2019,July,2019,11791,0
Adilabad,01-08-2019,August,2019,108173,2
Adilabad,01-09-2019,September,2019,37589,0
Adilabad,01-10-2019,October,2019,38184,0
Adilabad,01-11-2019,November,2019,70344,2
Adilabad,01-12-2019,December,2019,38089,0
Bhadradri Kothagudem ,01-01-2019,January,2019,283365,0
Bhadradri Kothagudem ,01-02-2019,February,2019,229159,0
Bhadradri Kothagudem ,01-03-2019,March,2019,225448,0
Bhadradri Kothagudem ,01-04-2019,April,2019,349585,0
Bhadradri Kothagudem ,01-05-2019,May,2019,275800,0
Bhadradri Kothagudem ,01-06-2019,June,2019,9761776,0
Bhadradri Kothagudem ,01-07-2019,July,2019,233338,0
Bhadradri Kothagudem ,01-08-2019,August,2019,271941,0
Bhadradri Kothagudem ,01-09-2019,September,2019,314199,0
Bhadradri Kothagudem ,01-10-2019,October,2019,287432,0
Bhadradri Kothagudem ,01-11-2019,November,2019,298366,0
Bhadradri Kothagudem ,01-12-2019,December,2019,287328,0
Hyderabad,01-01-2019,January,2019,1426500,35920
Hyderabad,01-02-2019,February,2019,983147,25621
Hyderabad,01-03-2019,March,2019,1009991,21929
Hyderabad,01-04-2019,April,2019,1045933,18267
Hyderabad,01-05-2019,May,2019,1305748,17317
Hyderabad,01-06-2019,June,2019,1262995,20077
Hyderabad,01-07-2019,July,2019,1094861,27874
Hyderabad,01-08-2019,August,2019,1121380,22725
Hyderabad,01-09-2019,September,2019,959930,34018
Hyderabad,01-10-2019,October,2019,1240643,28706
Hyderabad,01-11-2019,November,2019,1073665,32762
Hyderabad,01-12-2019,December,2019,1277569,34084
Jagtial ,01-01-2019,January,2019,211913,0
Jagtial ,01-02-2019,February,2019,215105,0
Jagtial ,01-03-2019,March,2019,194090,0
Jagtial ,01-04-2019,April,2019,447226,0
Jagtial ,01-05-2019,May,2019,500206,0
Jagtial ,01-06-2019,June,2019,235363,0
Jagtial ,01-07-2019,July,2019,157419,0
Jagtial ,01-08-2019,August,2019,151570,0
Jagtial ,01-09-2019,September,2019,157564,0
Jagtial ,01-10-2019,October,2019,165070,0
Jagtial ,01-11-2019,November,2019,277630,0
Jagtial ,01-12-2019,December,2019,372959,0
Jangaon ,01-01-2019,January,2019,28750,0
Jangaon ,01-02-2019,February,2019,28810,0
Jangaon ,01-03-2019,March,2019,27300,0
Jangaon ,01-04-2019,April,2019,26160,0
Jangaon ,01-05-2019,May,2019,26740,0
Jangaon ,01-06-2019,June,2019,25820,0
Jangaon ,01-07-2019,July,2019,24160,0
Jangaon ,01-08-2019,August,2019,27800,0
Jangaon ,01-09-2019,September,2019,28640,0
Jangaon ,01-10-2019,October,2019,27840,0
Jangaon ,01-11-2019,November,2019,28410,0
Jangaon ,01-12-2019,December,2019,28460,0
Jayashankar Bhoopalpally,01-01-2019,January,2019,197430,45
Jayashankar Bhoopalpally,01-02-2019,February,2019,33500,0
Jayashankar Bhoopalpally,01-03-2019,March,2019,37500,0
